id,Col,Macro_Categoria
CRED-028,Loan_Annuity,SOCIOECONOMIC
CRED-028,Accompany_Client,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-028,Client_Income_Type,DEMOGRAPHIC
CRED-028,Client_Education,DEMOGRAPHIC
CRED-028,Client_Marital_Status,DEMOGRAPHIC
CRED-028,Client_Gender,DEMOGRAPHIC
CRED-028,Loan_Contract_Type,SOCIOECONOMIC
CRED-028,Client_Housing_Type,DEMOGRAPHIC
CRED-028,Population_Region_Relative,DEMOGRAPHIC
CRED-028,Age_Days,DEMOGRAPHIC
CRED-028,Employed_Days,DEMOGRAPHIC
CRED-028,Registration_Days,UNCLASSIFIED
CRED-028,ID_Days,UNCLASSIFIED
CRED-028,Own_House_Age,DEMOGRAPHIC
CRED-028,Mobile_Tag,ALTERNATIVE
CRED-028,Homephone_Tag,UNCLASSIFIED
CRED-028,Workphone_Working,ALTERNATIVE
CRED-028,Client_Occupation,DEMOGRAPHIC
CRED-028,Client_Family_Members,DEMOGRAPHIC
CRED-028,Cleint_City_Rating,DEMOGRAPHIC
CRED-028,Application_Process_Day,UNCLASSIFIED
CRED-028,Application_Process_Hour,UNCLASSIFIED
CRED-028,Client_Permanent_Match_Tag,
CRED-028,Client_Contact_Work_Tag,
CRED-028,Type_Organization,
CRED-028,Score_Source_1,UNCLASSIFIED
CRED-028,Score_Source_2,UNCLASSIFIED
CRED-028,Score_Source_3,UNCLASSIFIED
CRED-028,Social_Circle_Default,ALTERNATIVE
CRED-028,Phone_Change,ALTERNATIVE
CRED-028,Credit_Bureau,SOCIOECONOMIC
CRED-028,Default,
CRED-031,loan_id,
CRED-031, no_of_dependents,
CRED-031, education,
CRED-031, self_employed,
CRED-031, income_annum,DEMOGRAPHIC
CRED-031, loan_amount,
CRED-031, loan_term,
CRED-031, cibil_score,
CRED-031, residential_assets_value,
CRED-031, commercial_assets_value,
CRED-031, luxury_assets_value,
CRED-031, bank_asset_value,
CRED-031, loan_status,
CRED-032,rev_util,UNCLASSIFIED
CRED-032,age,DEMOGRAPHIC
CRED-032,late_30_59,DEMOGRAPHIC
CRED-032,debt_ratio,SOCIOECONOMIC
CRED-032,monthly_inc,DEMOGRAPHIC
CRED-032,open_credit,SOCIOECONOMIC
CRED-032,late_90,UNCLASSIFIED
CRED-032,real_estate,SOCIOECONOMIC
CRED-032,late_60_89,SOCIOECONOMIC
CRED-032,dependents,DEMOGRAPHIC
CRED-032,dlq_2yrs,SOCIOECONOMIC
CRED-033,ListingKey,UNCLASSIFIED
CRED-033,ListingNumber,UNCLASSIFIED
CRED-033,ListingCreationDate,UNCLASSIFIED
CRED-033,CreditGrade,UNCLASSIFIED
CRED-033,Term,
CRED-033,LoanStatus,SOCIOECONOMIC
CRED-033,ClosedDate,UNCLASSIFIED
CRED-033,BorrowerAPR,UNCLASSIFIED
CRED-033,BorrowerRate,UNCLASSIFIED
CRED-033,LenderYield,UNCLASSIFIED
CRED-033,EstimatedEffectiveYield,UNCLASSIFIED
CRED-033,EstimatedLoss,UNCLASSIFIED
CRED-033,EstimatedReturn,UNCLASSIFIED
CRED-033,ProsperRating (numeric),UNCLASSIFIED
CRED-033,ProsperRating (Alpha),UNCLASSIFIED
CRED-033,ProsperScore,UNCLASSIFIED
CRED-033,ListingCategory (numeric),UNCLASSIFIED
CRED-033,BorrowerState,ALTERNATIVE
CRED-033,Occupation,DEMOGRAPHIC
CRED-033,EmploymentStatus,DEMOGRAPHIC
CRED-033,EmploymentStatusDuration,DEMOGRAPHIC
CRED-033,IsBorrowerHomeowner,DEMOGRAPHIC
CRED-033,CurrentlyInGroup,
CRED-033,GroupKey,
CRED-033,DateCreditPulled,UNCLASSIFIED
CRED-033,CreditScoreRangeLower,UNCLASSIFIED
CRED-033,CreditScoreRangeUpper,UNCLASSIFIED
CRED-033,FirstRecordedCreditLine,SOCIOECONOMIC
CRED-033,CurrentCreditLines,SOCIOECONOMIC
CRED-033,OpenCreditLines,SOCIOECONOMIC
CRED-033,TotalCreditLinespast7years,SOCIOECONOMIC
CRED-033,OpenRevolvingAccounts,SOCIOECONOMIC
CRED-033,OpenRevolvingMonthlyPayment,SOCIOECONOMIC
CRED-033,InquiriesLast6Months,SOCIOECONOMIC
CRED-033,TotalInquiries,UNCLASSIFIED
CRED-033,CurrentDelinquencies,SOCIOECONOMIC
CRED-033,AmountDelinquent,SOCIOECONOMIC
CRED-033,DelinquenciesLast7Years,SOCIOECONOMIC
CRED-033,PublicRecordsLast10Years,UNCLASSIFIED
CRED-033,PublicRecordsLast12Months,UNCLASSIFIED
CRED-033,RevolvingCreditBalance,SOCIOECONOMIC
CRED-033,BankcardUtilization,SOCIOECONOMIC
CRED-033,AvailableBankcardCredit,SOCIOECONOMIC
CRED-033,TotalTrades,UNCLASSIFIED
CRED-033,TradesNeverDelinquent (percentage),UNCLASSIFIED
CRED-033,TradesOpenedLast6Months,SOCIOECONOMIC
CRED-033,DebtToIncomeRatio,SOCIOECONOMIC
CRED-033,IncomeRange,DEMOGRAPHIC
CRED-033,IncomeVerifiable,SOCIOECONOMIC
CRED-033,StatedMonthlyIncome,INSTITUTIONAL and FINANCIAL
CRED-033,LoanKey,UNCLASSIFIED
CRED-033,TotalProsperLoans,SOCIOECONOMIC
CRED-033,TotalProsperPaymentsBilled,SOCIOECONOMIC
CRED-033,OnTimeProsperPayments,SOCIOECONOMIC
CRED-033,ProsperPaymentsLessThanOneMonthLate,SOCIOECONOMIC
CRED-033,ProsperPaymentsOneMonthPlusLate,SOCIOECONOMIC
CRED-033,ProsperPrincipalBorrowed,SOCIOECONOMIC
CRED-033,ProsperPrincipalOutstanding,SOCIOECONOMIC
CRED-033,ScorexChangeAtTimeOfListing,UNCLASSIFIED
CRED-033,LoanCurrentDaysDelinquent,UNCLASSIFIED
CRED-033,LoanFirstDefaultedCycleNumber,UNCLASSIFIED
CRED-033,LoanMonthsSinceOrigination,UNCLASSIFIED
CRED-033,LoanNumber,
CRED-033,LoanOriginalAmount,SOCIOECONOMIC
CRED-033,LoanOriginationDate,UNCLASSIFIED
CRED-033,LoanOriginationQuarter,UNCLASSIFIED
CRED-033,MemberKey,
CRED-033,MonthlyLoanPayment,SOCIOECONOMIC
CRED-033,LP_CustomerPayments,SOCIOECONOMIC
CRED-033,LP_CustomerPrincipalPayments,SOCIOECONOMIC
CRED-033,LP_InterestandFees,INSTITUTIONAL and FINANCIAL
CRED-033,LP_ServiceFees,SOCIOECONOMIC
CRED-033,LP_CollectionFees,SOCIOECONOMIC
CRED-033,LP_GrossPrincipalLoss,UNCLASSIFIED
CRED-033,LP_NetPrincipalLoss,UNCLASSIFIED
CRED-033,LP_NonPrincipalRecoverypayments,SOCIOECONOMIC
CRED-033,PercentFunded,UNCLASSIFIED
CRED-033,Recommendations,SOCIOECONOMIC
CRED-033,InvestmentFromFriendsCount,ALTERNATIVE
CRED-033,InvestmentFromFriendsAmount,SOCIOECONOMIC
CRED-033,Investors,ALTERNATIVE
CRED-034,Rating,UNCLASSIFIED
CRED-034,Name,
CRED-034,Symbol,
CRED-034,Rating Agency Name,
CRED-034,Date,UNCLASSIFIED
CRED-034,Sector,UNCLASSIFIED
CRED-034,currentRatio,UNCLASSIFIED
CRED-034,quickRatio,SOCIOECONOMIC
CRED-034,cashRatio,SOCIOECONOMIC
CRED-034,daysOfSalesOutstanding,UNCLASSIFIED
CRED-034,netProfitMargin,UNCLASSIFIED
CRED-034,pretaxProfitMargin,SOCIOECONOMIC
CRED-034,grossProfitMargin,SOCIOECONOMIC
CRED-034,operatingProfitMargin,UNCLASSIFIED
CRED-034,returnOnAssets,UNCLASSIFIED
CRED-034,returnOnCapitalEmployed,SOCIOECONOMIC
CRED-034,returnOnEquity,SOCIOECONOMIC
CRED-034,assetTurnover,SOCIOECONOMIC
CRED-034,fixedAssetTurnover,UNCLASSIFIED
CRED-034,debtEquityRatio,SOCIOECONOMIC
CRED-034,debtRatio,SOCIOECONOMIC
CRED-034,effectiveTaxRate,UNCLASSIFIED
CRED-034,freeCashFlowOperatingCashFlowRatio,UNCLASSIFIED
CRED-034,freeCashFlowPerShare,SOCIOECONOMIC
CRED-034,cashPerShare,SOCIOECONOMIC
CRED-034,companyEquityMultiplier,SOCIOECONOMIC
CRED-034,ebitPerRevenue,UNCLASSIFIED
CRED-034,enterpriseValueMultiple,SOCIOECONOMIC
CRED-034,operatingCashFlowPerShare,SOCIOECONOMIC
CRED-034,operatingCashFlowSalesRatio,UNCLASSIFIED
CRED-034,payablesTurnover,UNCLASSIFIED
CRED-035,CustomerID,UNCLASSIFIED
CRED-035,Name,
CRED-035,Age,DEMOGRAPHIC
CRED-035,CreditScore,UNCLASSIFIED
CRED-035,TransactionAmount,UNCLASSIFIED
CRED-035,LoanAmount,SOCIOECONOMIC
CRED-035,LatePayments,SOCIOECONOMIC
CRED-037,LoanID,UNCLASSIFIED
CRED-037,Age,DEMOGRAPHIC
CRED-037,Income,DEMOGRAPHIC
CRED-037,LoanAmount,SOCIOECONOMIC
CRED-037,CreditScore,UNCLASSIFIED
CRED-037,MonthsEmployed,DEMOGRAPHIC
CRED-037,NumCreditLines,SOCIOECONOMIC
CRED-037,InterestRate,UNCLASSIFIED
CRED-037,LoanTerm,UNCLASSIFIED
CRED-037,DTIRatio,UNCLASSIFIED
CRED-037,Education,DEMOGRAPHIC
CRED-037,EmploymentType,DEMOGRAPHIC
CRED-037,MaritalStatus,DEMOGRAPHIC
CRED-037,HasMortgage,INSTITUTIONAL and FINANCIAL
CRED-037,HasDependents,DEMOGRAPHIC
CRED-037,LoanPurpose,INSTITUTIONAL and FINANCIAL
CRED-037,HasCoSigner,SOCIOECONOMIC
CRED-037,Default,
CRED-039,person_age,DEMOGRAPHIC
CRED-039,person_income,DEMOGRAPHIC
CRED-039,person_emp_length,DEMOGRAPHIC
CRED-039,loan_amnt,SOCIOECONOMIC
CRED-039,loan_int_rate,UNCLASSIFIED
CRED-039,loan_status,SOCIOECONOMIC
CRED-039,loan_percent_income,SOCIOECONOMIC
CRED-039,cb_person_cred_hist_length,SOCIOECONOMIC
CRED-039,income_to_loan_ratio,SOCIOECONOMIC
CRED-039,credit_history_age_ratio,DEMOGRAPHIC
CRED-039,person_home_ownership_OTHER,DEMOGRAPHIC
CRED-039,person_home_ownership_OWN,DEMOGRAPHIC
CRED-039,person_home_ownership_RENT,DEMOGRAPHIC
CRED-039,loan_intent_EDUCATION,INSTITUTIONAL and FINANCIAL
CRED-039,loan_intent_HOMEIMPROVEMENT,INSTITUTIONAL and FINANCIAL
CRED-039,loan_intent_MEDICAL,INSTITUTIONAL and FINANCIAL
CRED-039,loan_intent_PERSONAL,INSTITUTIONAL and FINANCIAL
CRED-039,loan_intent_VENTURE,INSTITUTIONAL and FINANCIAL
CRED-039,loan_grade_B,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-039,loan_grade_C,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-039,loan_grade_D,UNCLASSIFIED
CRED-039,loan_grade_E,UNCLASSIFIED
CRED-039,loan_grade_F,UNCLASSIFIED
CRED-039,loan_grade_G,UNCLASSIFIED
CRED-039,cb_person_default_on_file_Y,SOCIOECONOMIC
CRED-040,Id,
CRED-040,income,INSTITUTIONAL and FINANCIAL
CRED-040,age,DEMOGRAPHIC
CRED-040,experience,DEMOGRAPHIC
CRED-040,married,DEMOGRAPHIC
CRED-040,house_ownership,DEMOGRAPHIC
CRED-040,car_ownership,DEMOGRAPHIC
CRED-040,profession,DEMOGRAPHIC
CRED-040,city,DEMOGRAPHIC
CRED-040,state,ALTERNATIVE
CRED-040,current_job_years,DEMOGRAPHIC
CRED-040,current_house_years,DEMOGRAPHIC
CRED-040,risk_flag,SOCIOECONOMIC
CRED-041,person_age,DEMOGRAPHIC
CRED-041,person_gender,DEMOGRAPHIC
CRED-041,person_education,DEMOGRAPHIC
CRED-041,person_income,DEMOGRAPHIC
CRED-041,person_emp_exp,DEMOGRAPHIC
CRED-041,person_home_ownership,DEMOGRAPHIC
CRED-041,loan_amnt,SOCIOECONOMIC
CRED-041,loan_intent,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-041,loan_int_rate,UNCLASSIFIED
CRED-041,loan_percent_income,SOCIOECONOMIC
CRED-041,cb_person_cred_hist_length,SOCIOECONOMIC
CRED-041,credit_score,SOCIOECONOMIC
CRED-041,previous_loan_defaults_on_file,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-041,loan_status,SOCIOECONOMIC
CRED-042,Age,DEMOGRAPHIC
CRED-042,Income,DEMOGRAPHIC
CRED-042,LoanAmount,SOCIOECONOMIC
CRED-042,CreditScore,UNCLASSIFIED
CRED-042,YearsExperience,DEMOGRAPHIC
CRED-042,Gender,DEMOGRAPHIC
CRED-042,Education,DEMOGRAPHIC
CRED-042,City,ALTERNATIVE
CRED-042,EmploymentType,DEMOGRAPHIC
CRED-042,LoanApproved,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-043,transaction_id,
CRED-043,amount,UNCLASSIFIED
CRED-043,transaction_hour,UNCLASSIFIED
CRED-043,merchant_category,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-043,foreign_transaction,SOCIOECONOMIC
CRED-043,location_mismatch,ALTERNATIVE
CRED-043,device_trust_score,ALTERNATIVE
CRED-043,velocity_last_24h,
CRED-043,cardholder_age,DEMOGRAPHIC
CRED-043,is_fraud,UNCLASSIFIED
CRED-044,Customer ID,UNCLASSIFIED
CRED-044,Name,
CRED-044,Surname,UNCLASSIFIED
CRED-044,Gender,DEMOGRAPHIC
CRED-044,Birthdate,UNCLASSIFIED
CRED-044,Transaction Amount,INSTITUTIONAL and FINANCIAL
CRED-044,Date,UNCLASSIFIED
CRED-044,Merchant Name,ALTERNATIVE
CRED-044,Category,UNCLASSIFIED
CRED-045,Loan_ID,
CRED-045,loan_status,SOCIOECONOMIC
CRED-045,Principal,UNCLASSIFIED
CRED-045,terms,UNCLASSIFIED
CRED-045,effective_date,
CRED-045,due_date,
CRED-045,paid_off_time,UNCLASSIFIED
CRED-045,past_due_days,UNCLASSIFIED
CRED-045,age,DEMOGRAPHIC
CRED-045,education,DEMOGRAPHIC
CRED-045,Gender,DEMOGRAPHIC
CRED-046,transaction_id,
CRED-046,timestamp,UNCLASSIFIED
CRED-046,sender_account,
CRED-046,receiver_account,
CRED-046,amount,UNCLASSIFIED
CRED-046,transaction_type,SOCIOECONOMIC
CRED-046,merchant_category,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-046,location,DEMOGRAPHIC
CRED-046,device_used,DEMOGRAPHIC
CRED-046,is_fraud,UNCLASSIFIED
CRED-046,fraud_type,SOCIOECONOMIC
CRED-046,time_since_last_transaction,SOCIOECONOMIC
CRED-046,spending_deviation_score,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-046,velocity_score,UNCLASSIFIED
CRED-046,geo_anomaly_score,ALTERNATIVE
CRED-046,payment_channel,SOCIOECONOMIC
CRED-046,ip_address,ALTERNATIVE
CRED-046,device_hash,
CRED-047,TransactionID,
CRED-047,AccountID,
CRED-047,TransactionAmount,UNCLASSIFIED
CRED-047,TransactionDate,UNCLASSIFIED
CRED-047,TransactionType,UNCLASSIFIED
CRED-047,Location,ALTERNATIVE
CRED-047,DeviceID,UNCLASSIFIED
CRED-047,IP Address,ALTERNATIVE
CRED-047,MerchantID,UNCLASSIFIED
CRED-047,Channel,
CRED-047,CustomerAge,DEMOGRAPHIC
CRED-047,CustomerOccupation,DEMOGRAPHIC
CRED-047,TransactionDuration,UNCLASSIFIED
CRED-047,LoginAttempts,UNCLASSIFIED
CRED-047,AccountBalance,SOCIOECONOMIC
CRED-047,PreviousTransactionDate,UNCLASSIFIED
CRED-048,organization,
CRED-048,transaction_id,
CRED-048,user_id,
CRED-048,user_account_age_days,DEMOGRAPHIC
CRED-048,kyc_verified,UNCLASSIFIED
CRED-048,payment_method,SOCIOECONOMIC
CRED-048,card_type,UNCLASSIFIED
CRED-048,transaction_amount,SOCIOECONOMIC
CRED-048,currency,
CRED-048,fee_amount,SOCIOECONOMIC
CRED-048,transaction_timestamp,UNCLASSIFIED
CRED-048,day_of_week,UNCLASSIFIED
CRED-048,city,DEMOGRAPHIC
CRED-048,country,DEMOGRAPHIC
CRED-048,device_type,DEMOGRAPHIC
CRED-048,operating_system,
CRED-048,browser,ALTERNATIVE
CRED-048,merchant_category,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-048,transaction_type,SOCIOECONOMIC
CRED-048,otp_used,UNCLASSIFIED
CRED-048,is_fraud,UNCLASSIFIED
CRED-048,hour,UNCLASSIFIED
CRED-048,is_night,
CRED-048,time_diff,
CRED-050,unique_apps_per_day,UNCLASSIFIED
CRED-050,avg_daily_screen_time_hrs,ALTERNATIVE
CRED-050,financial_apps_installed,ALTERNATIVE
CRED-050,online_txn_count_last_30d,UNCLASSIFIED
CRED-050,avg_txn_amount,UNCLASSIFIED
CRED-050,bank_sms_count,UNCLASSIFIED
CRED-050,avg_distance_travelled_km,ALTERNATIVE
CRED-050,places_visited_weekly,ALTERNATIVE
CRED-050,calls_per_day,UNCLASSIFIED
CRED-050,distinct_contacts_weekly,ALTERNATIVE
CRED-050,avg_call_duration_mins,ALTERNATIVE
CRED-050,social_media_pct,
CRED-050,finance_app_time_pct,UNCLASSIFIED
CRED-050,regular_sleep_pattern,HEALTH-RELATED
CRED-050,battery_charging_regular,
CRED-050,monthly_data_usage_gb,ALTERNATIVE
CRED-050,recent_app_installs,
CRED-050,income_bracket,SOCIOECONOMIC
CRED-050,existing_debt_amount,SOCIOECONOMIC
CRED-050,education_level,DEMOGRAPHIC
CRED-050,cluster_id,
CRED-050,loan_amount_requested,SOCIOECONOMIC
CRED-050,savings_worth,SOCIOECONOMIC
CRED-050,employment_type,SOCIOECONOMIC
CRED-050,loan_default,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-051,credit.policy,SOCIOECONOMIC
CRED-051,purpose,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-051,int.rate,INSTITUTIONAL and FINANCIAL
CRED-051,installment,SOCIOECONOMIC
CRED-051,log.annual.inc,INSTITUTIONAL and FINANCIAL
CRED-051,dti,SOCIOECONOMIC
CRED-051,fico,UNCLASSIFIED
CRED-051,days.with.cr.line,SOCIOECONOMIC
CRED-051,revol.bal,SOCIOECONOMIC
CRED-051,revol.util,SOCIOECONOMIC
CRED-051,inq.last.6mths,SOCIOECONOMIC
CRED-051,delinq.2yrs,UNCLASSIFIED
CRED-051,pub.rec,ALTERNATIVE
CRED-051,not.fully.paid,SOCIOECONOMIC
CRED-052,credit.policy,SOCIOECONOMIC
CRED-052,purpose,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-052,int.rate,INSTITUTIONAL and FINANCIAL
CRED-052,installment,SOCIOECONOMIC
CRED-052,log.annual.inc,INSTITUTIONAL and FINANCIAL
CRED-052,dti,SOCIOECONOMIC
CRED-052,fico,UNCLASSIFIED
CRED-052,days.with.cr.line,SOCIOECONOMIC
CRED-052,revol.bal,SOCIOECONOMIC
CRED-052,revol.util,SOCIOECONOMIC
CRED-052,inq.last.6mths,SOCIOECONOMIC
CRED-052,delinq.2yrs,UNCLASSIFIED
CRED-052,pub.rec,ALTERNATIVE
CRED-052,not.fully.paid,SOCIOECONOMIC
CRED-053,id,
CRED-053,member_id,
CRED-053,loan_amnt,SOCIOECONOMIC
CRED-053,funded_amnt,SOCIOECONOMIC
CRED-053,funded_amnt_inv,SOCIOECONOMIC
CRED-053,term,
CRED-053,int_rate,UNCLASSIFIED
CRED-053,installment,SOCIOECONOMIC
CRED-053,grade,
CRED-053,sub_grade,UNCLASSIFIED
CRED-053,emp_title,DEMOGRAPHIC
CRED-053,emp_length,DEMOGRAPHIC
CRED-053,home_ownership,DEMOGRAPHIC
CRED-053,annual_inc,DEMOGRAPHIC
CRED-053,verification_status,UNCLASSIFIED
CRED-053,issue_d,UNCLASSIFIED
CRED-053,pymnt_plan,SOCIOECONOMIC
CRED-053,desc,
CRED-053,purpose,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-053,title,
CRED-053,zip_code,DEMOGRAPHIC
CRED-053,addr_state,ALTERNATIVE
CRED-053,dti,SOCIOECONOMIC
CRED-053,delinq_2yrs,UNCLASSIFIED
CRED-053,earliest_cr_line,UNCLASSIFIED
CRED-053,inq_last_6mths,SOCIOECONOMIC
CRED-053,mths_since_last_delinq,SOCIOECONOMIC
CRED-053,mths_since_last_record,SOCIOECONOMIC
CRED-053,open_acc,UNCLASSIFIED
CRED-053,pub_rec,UNCLASSIFIED
CRED-053,revol_bal,SOCIOECONOMIC
CRED-053,revol_util,UNCLASSIFIED
CRED-053,total_acc,SOCIOECONOMIC
CRED-053,initial_list_status,
CRED-053,out_prncp,SOCIOECONOMIC
CRED-053,out_prncp_inv,UNCLASSIFIED
CRED-053,total_pymnt,SOCIOECONOMIC
CRED-053,total_pymnt_inv,UNCLASSIFIED
CRED-053,total_rec_prncp,SOCIOECONOMIC
CRED-053,total_rec_int,SOCIOECONOMIC
CRED-053,total_rec_late_fee,SOCIOECONOMIC
CRED-053,recoveries,SOCIOECONOMIC
CRED-053,collection_recovery_fee,SOCIOECONOMIC
CRED-053,last_pymnt_d,UNCLASSIFIED
CRED-053,last_pymnt_amnt,SOCIOECONOMIC
CRED-053,next_pymnt_d,UNCLASSIFIED
CRED-053,last_credit_pull_d,UNCLASSIFIED
CRED-053,collections_12_mths_ex_med,SOCIOECONOMIC
CRED-053,mths_since_last_major_derog,SOCIOECONOMIC
CRED-053,policy_code,
CRED-053,application_type,SOCIOECONOMIC
CRED-053,annual_inc_joint,DEMOGRAPHIC
CRED-053,dti_joint,SOCIOECONOMIC
CRED-053,verification_status_joint,SOCIOECONOMIC
CRED-053,acc_now_delinq,SOCIOECONOMIC
CRED-053,tot_coll_amt,SOCIOECONOMIC
CRED-053,tot_cur_bal,SOCIOECONOMIC
CRED-053,open_acc_6m,SOCIOECONOMIC
CRED-053,open_il_6m,UNCLASSIFIED
CRED-053,open_il_12m,SOCIOECONOMIC
CRED-053,open_il_24m,UNCLASSIFIED
CRED-053,mths_since_rcnt_il,SOCIOECONOMIC
CRED-053,total_bal_il,SOCIOECONOMIC
CRED-053,il_util,SOCIOECONOMIC
CRED-053,open_rv_12m,SOCIOECONOMIC
CRED-053,open_rv_24m,UNCLASSIFIED
CRED-053,max_bal_bc,UNCLASSIFIED
CRED-053,all_util,UNCLASSIFIED
CRED-053,total_rev_hi_lim,SOCIOECONOMIC
CRED-053,inq_fi,SOCIOECONOMIC
CRED-053,total_cu_tl,UNCLASSIFIED
CRED-053,inq_last_12m,SOCIOECONOMIC
CRED-053,default_ind,
CRED-054,name,
CRED-054,city,DEMOGRAPHIC
CRED-054,income,INSTITUTIONAL and FINANCIAL
CRED-054,credit_score,SOCIOECONOMIC
CRED-054,loan_amount,SOCIOECONOMIC
CRED-054,years_employed,DEMOGRAPHIC
CRED-054,points,UNCLASSIFIED
CRED-054,loan_approved,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-055,loan_id,
CRED-055,income,INSTITUTIONAL and FINANCIAL
CRED-055,loan_amount,SOCIOECONOMIC
CRED-055,employment_status,DEMOGRAPHIC
CRED-055,default,
CRED-056,Text,UNCLASSIFIED
CRED-056,Income,DEMOGRAPHIC
CRED-056,Credit_Score,SOCIOECONOMIC
CRED-056,Loan_Amount,SOCIOECONOMIC
CRED-056,DTI_Ratio,UNCLASSIFIED
CRED-056,Employment_Status,DEMOGRAPHIC
CRED-056,Approval,SOCIOECONOMIC
CRED-058,transaction_id,
CRED-058,customer_id,
CRED-058,merchant_id,UNCLASSIFIED
CRED-058,timestamp,UNCLASSIFIED
CRED-058,hour,UNCLASSIFIED
CRED-058,day,
CRED-058,weekday,UNCLASSIFIED
CRED-058,is_weekend,
CRED-058,is_night,
CRED-058,customer_segment,
CRED-058,avg_spend_profile,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-058,home_lat,DEMOGRAPHIC
CRED-058,home_lon,ALTERNATIVE
CRED-058,past_fraud_history,SOCIOECONOMIC
CRED-058,credit_score,SOCIOECONOMIC
CRED-058,account_age_days,DEMOGRAPHIC
CRED-058,merchant_category,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-058,merchant_risk_score,UNCLASSIFIED
CRED-058,merchant_lat,ALTERNATIVE
CRED-058,merchant_lon,ALTERNATIVE
CRED-058,transaction_amount,SOCIOECONOMIC
CRED-058,txn_lat,ALTERNATIVE
CRED-058,txn_lon,
CRED-058,distance_from_home_km,ALTERNATIVE
CRED-058,is_foreign,ALTERNATIVE
CRED-058,high_risk_country,ALTERNATIVE
CRED-058,device_type,DEMOGRAPHIC
CRED-058,channel,
CRED-058,is_new_device,DEMOGRAPHIC
CRED-058,vpn_detected,ALTERNATIVE
CRED-058,tor_detected,ALTERNATIVE
CRED-058,device_id,DEMOGRAPHIC
CRED-058,transaction_velocity_1h,UNCLASSIFIED
CRED-058,transaction_velocity_24h,UNCLASSIFIED
CRED-058,transaction_velocity_7d,UNCLASSIFIED
