id,URL,Col,Col_Standardized
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Active_Loan,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,House_Own,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Child_Count,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Credit_Amount,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Loan_Annuity,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Accompany_Client,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Income_Type,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Education,EDUCATIONAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Marital_Status,DEMOGRAPHIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Gender,DEMOGRAPHIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Loan_Contract_Type,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Housing_Type,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Population_Region_Relative,MACROECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Age_Days,DEMOGRAPHIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Employed_Days,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Registration_Days,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,ID_Days,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Own_House_Age,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Mobile_Tag,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Homephone_Tag,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Workphone_Working,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Occupation,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Family_Members,SOCIOECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Cleint_City_Rating,MACROECONOMIC
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Application_Process_Day,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Application_Process_Hour,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Permanent_Match_Tag,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Client_Contact_Work_Tag,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Type_Organization,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Score_Source_1,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Score_Source_2,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Score_Source_3,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Social_Circle_Default,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Phone_Change,UNCLASSIFIED
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Credit_Bureau,INSTITUTIONAL and FINANCIAL
CRED-028,https://www.kaggle.com/datasets/saurabhbagchi/dish-network-hackathon,Default,INSTITUTIONAL and FINANCIAL
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset,loan_id,UNCLASSIFIED
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, no_of_dependents,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, education,EDUCATIONAL
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, self_employed,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, income_annum,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, loan_amount,INSTITUTIONAL and FINANCIAL
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, loan_term,INSTITUTIONAL and FINANCIAL
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, cibil_score,INSTITUTIONAL and FINANCIAL
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, residential_assets_value,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, commercial_assets_value,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, luxury_assets_value,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, bank_asset_value,SOCIOECONOMIC
CRED-031,https://www.kaggle.com/datasets/architsharma01/loan-approval-prediction-dataset, loan_status,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,rev_util,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,age,DEMOGRAPHIC
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,late_30_59,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,debt_ratio,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,monthly_inc,SOCIOECONOMIC
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,open_credit,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,late_90,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,real_estate,SOCIOECONOMIC
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,late_60_89,INSTITUTIONAL and FINANCIAL
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,dependents,SOCIOECONOMIC
CRED-032,https://www.kaggle.com/datasets/adilshamim8/credit-risk-benchmark-dataset,dlq_2yrs,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ListingKey,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ListingNumber,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ListingCreationDate,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CreditGrade,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,Term,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanStatus,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ClosedDate,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,BorrowerAPR,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,BorrowerRate,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LenderYield,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,EstimatedEffectiveYield,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,EstimatedLoss,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,EstimatedReturn,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperRating (numeric),INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperRating (Alpha),INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperScore,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ListingCategory (numeric),UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,BorrowerState,ALTERNATIVE
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,Occupation,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,EmploymentStatus,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,EmploymentStatusDuration,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,IsBorrowerHomeowner,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CurrentlyInGroup,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,GroupKey,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,DateCreditPulled,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CreditScoreRangeLower,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CreditScoreRangeUpper,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,FirstRecordedCreditLine,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CurrentCreditLines,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,OpenCreditLines,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TotalCreditLinespast7years,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,OpenRevolvingAccounts,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,OpenRevolvingMonthlyPayment,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,InquiriesLast6Months,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TotalInquiries,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,CurrentDelinquencies,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,AmountDelinquent,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,DelinquenciesLast7Years,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,PublicRecordsLast10Years,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,PublicRecordsLast12Months,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,RevolvingCreditBalance,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,BankcardUtilization,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,AvailableBankcardCredit,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TotalTrades,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TradesNeverDelinquent (percentage),INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TradesOpenedLast6Months,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,DebtToIncomeRatio,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,IncomeRange,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,IncomeVerifiable,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,StatedMonthlyIncome,SOCIOECONOMIC
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanKey,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TotalProsperLoans,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,TotalProsperPaymentsBilled,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,OnTimeProsperPayments,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperPaymentsLessThanOneMonthLate,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperPaymentsOneMonthPlusLate,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperPrincipalBorrowed,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ProsperPrincipalOutstanding,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,ScorexChangeAtTimeOfListing,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanCurrentDaysDelinquent,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanFirstDefaultedCycleNumber,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanMonthsSinceOrigination,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanNumber,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanOriginalAmount,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanOriginationDate,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LoanOriginationQuarter,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,MemberKey,UNCLASSIFIED
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,MonthlyLoanPayment,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_CustomerPayments,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_CustomerPrincipalPayments,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_InterestandFees,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_ServiceFees,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_CollectionFees,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_GrossPrincipalLoss,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_NetPrincipalLoss,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,LP_NonPrincipalRecoverypayments,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,PercentFunded,INSTITUTIONAL and FINANCIAL
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,Recommendations,ALTERNATIVE
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,InvestmentFromFriendsCount,ALTERNATIVE
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,InvestmentFromFriendsAmount,ALTERNATIVE
CRED-033,https://www.kaggle.com/datasets/nurudeenabdulsalaam/prosper-loan-dataset,Investors,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Rating,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Name,UNCLASSIFIED
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Symbol,UNCLASSIFIED
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Rating Agency Name,UNCLASSIFIED
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Date,UNCLASSIFIED
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,Sector,UNCLASSIFIED
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,currentRatio,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,quickRatio,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,cashRatio,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,daysOfSalesOutstanding,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,netProfitMargin,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,pretaxProfitMargin,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,grossProfitMargin,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,operatingProfitMargin,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,returnOnAssets,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,returnOnCapitalEmployed,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,returnOnEquity,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,assetTurnover,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,fixedAssetTurnover,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,debtEquityRatio,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,debtRatio,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,effectiveTaxRate,INSTITUTIONAL and FINANCIAL
CRED-034,https://www.kaggle.com/datasets/agewerc/corporate-credit-rating,freeCashFlowOperatingCashFlowRatio,INSTITUTIONAL and FINANCIAL
